Name,Gender,Origin,Meaning,Description,Source_url
Hagop,Male,Armenian,Supplanter,The name Hagop means Supplanter and is of Armenian origin. Hagop is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hagop
Haidar,Male,Arabic,Lion,The name Haidar means Lion and is of Arabic origin. Haidar is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/haidar
Haide,Female,Spanish,Of Noble Kin,The name Haide means Of Noble Kin and is of Spanish origin. Haide is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/haide
Haig,Male,English,Enclosure,The name Haig means Enclosure and is of English origin. Haig is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/haig
Haile,Female,English,From The Hay Clearing,The name Haile means From The Hay Clearing and is of English origin. Haile is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/haile
Hailey,Female,English,From The Hay Clearing,The name Hailey means From The Hay Clearing and is of English origin. Hailey is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/hailey
Haines,Male,English,Dweller By The Enclosure,The name Haines means Dweller By The Enclosure and is of English origin. Haines is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/haines
Hajar,Female,Arabic,Very Hot Afternoon,The name Hajar means Very Hot Afternoon and is of Arabic origin. Hajar is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/hajar
Hajari,Male,Indian,Commander Over 1000 Soldiers,The name Hajari means Commander Over 1000 Soldiers and is of Indian origin. Hajari is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hajari
Hajra,Female,Arabic,Form Of Hagar,The name Hajra means Form Of Hagar and is of Arabic origin. Hajra is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/hajra
Hakan,Male,Scandinavian,From The High Dynasty,The name Hakan means From The High Dynasty and is of Scandinavian origin. Hakan is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hakan
Hakeem,Male,Arabic,Wise,The name Hakeem means Wise and is of Arabic origin. Hakeem is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hakeem
Hakim,Male,Arabic,Wise,The name Hakim means Wise and is of Arabic origin. Hakim is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hakim
Hakizimana,Male,African,God Saves Everything,The name Hakizimana means God Saves Everything and is of African origin. Hakizimana is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hakizimana
Hal,Male,English,Army Ruler,The name Hal means Army Ruler and is of English origin. Hal is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hal
Hala,Female,Arabic,"Halo, Ring, Glory","The name Hala means Halo, Ring, Glory and is of Arabic origin. Hala is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/hala
Halden,Male,Scandinavian,Half-Danish,The name Halden means Half-Danish and is of Scandinavian origin. Halden is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/halden
Haldis,Female,Scandinavian,Stone Spirit,The name Haldis means Stone Spirit and is of Scandinavian origin. Haldis is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/haldis
Halen,Unisex,English,From The Hay Land,The name Halen means From The Hay Land and is of English origin. Halen is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/halen
Haley,Unisex,English,From The Hay Clearing,The name Haley means From The Hay Clearing and is of English origin. Haley is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/haley
Hali,Female,Greek,Sea,The name Hali means Sea and is of Greek origin. Hali is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/hali
Halia,Unisex,Hawaiian,Memorial,The name Halia means Memorial and is of Hawaiian origin. Halia is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/halia
Halima,Female,Arabic,"Patient, Tolerant","The name Halima means Patient, Tolerant and is of Arabic origin. Halima is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/halima
Hall,Male,English,From The Manor,The name Hall means From The Manor and is of English origin. Hall is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hall
Hallam,Unisex,English,Dweller At The Rocks,The name Hallam means Dweller At The Rocks and is of English origin. Hallam is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/hallam
Hallan,Male,English,Dweller At The Rocks,The name Hallan means Dweller At The Rocks and is of English origin. Hallan is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hallan
Halle,Female,Scandinavian,Heroine,The name Halle means Heroine and is of Scandinavian origin. Halle is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/halle
Halleli,Female,Hebrew,Praise God,The name Halleli means Praise God and is of Hebrew origin. Halleli is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/halleli
Hallie,Female,English,Praise The Lord,The name Hallie means Praise The Lord and is of English origin. Hallie is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/hallie
Hallmar,Male,Scandinavian,Famous Stone,The name Hallmar means Famous Stone and is of Scandinavian origin. Hallmar is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hallmar
Halo,Female,Greek,Divine Aura,The name Halo means Divine Aura and is of Greek origin. Halo is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/halo
Halona,Female,Native American,Fortunate,The name Halona means Fortunate and is of Native American origin. Halona is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/halona
Halyn,Unisex,American,"Unique And Special, Unlike Another","The name Halyn means Unique And Special, Unlike Another and is of American origin. Halyn is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/halyn
Ham,Male,Hebrew,Hot,The name Ham means Hot and is of Hebrew origin. Ham is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ham
Hamako,Female,Japanese,Shore,The name Hamako means Shore and is of Japanese origin. Hamako is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/hamako
Hamal,Male,Arabic,Lamb,The name Hamal means Lamb and is of Arabic origin. Hamal is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hamal
Hamid,Male,Arabic,Praised,The name Hamid means Praised and is of Arabic origin. Hamid is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/hamid
